SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_LONG_NAME_THIS_ENROL,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2013/2014,BC Public School,67,Okanagan Skaha,6715002,Penticton Secondary,Standard,"158 ECKHARDT AVE E, PENTICTON, BC",PENTICTON,BC,V2A1Z3,250 770-7750,250 770-7766,49.49334,-119.58764,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6715003,Naramata Elementary,Standard,"3660 8TH ST, NARAMATA, BC",NARAMATA,BC,V0H1N0,250 770-7688,250 496-5172,49.597,-119.5929,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6715004,Kaleden Elementary,Standard,"152 LINDEN AVE, KALEDEN, BC",KALEDEN,BC,V0H1K0,250 770-7692,250 497-6554,49.38763,-119.59575,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6715005,Carmi Elementary,Standard,"400 CARMI AVE, PENTICTON, BC",PENTICTON,BC,V2A3G5,250 770-7697,250 492-0449,49.48265,-119.58128,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6715006,Queens Park Elementary,Standard,"330 POWER ST, PENTICTON, BC",PENTICTON,BC,V2A5X2,250 770-7680,250 492-7901,49.4959,-119.60371,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6715007,West Bench Elementary,Standard,"1604 WEST BENCH DR, PENTICTON, BC",PENTICTON,BC,V2A8Z3,250 770-7698,250 493-4161,49.50122,-119.63099,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6715008,Princess Margaret Secondary,Standard,"120 GREEN AVE W, PENTICTON, BC",PENTICTON,BC,V2A3T1,250 770-7620,250 492-7649,49.46366,-119.58373,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6715010,McNicoll Park Middle School,Standard,"1213 DEBECK RD, PENTICTON, BC",PENTICTON,BC,V2A3Z1,250 770-7683,250 492-5981,49.49074,-119.56841,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6715011,Uplands Elementary,Standard,"145 MIDDLE BENCH RD S, PENTICTON, BC",PENTICTON,BC,V2A8S7,250 770-7678,250 492-7093,49.50126,-119.57366,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6715014,Columbia Elementary,Standard,"1437 ALLISON ST, PENTICTON, BC",PENTICTON,BC,V2A3X5,250 770-7676,250 492-6274,49.48598,-119.55629,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6715016,ConnectEd - Distributed Learning,District Distance Ed,"324 ECKHARDT AVE E, PENTICTON, BC",PENTICTON,BC,V2A1Z2,250 770-7718,250 770-7743,49.49374,-119.58581,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6715017,Parkway Elementary,Standard,"225 KINNEY AVE, PENTICTON, BC",PENTICTON,BC,V2A3P2,250 770-7686,250 492-7226,49.47125,-119.58914,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6715018,Wiltse Elementary,Standard,"640 WILTSE BLVD, PENTICTON, BC",PENTICTON,BC,V2A8J2,250 770-7694,250 490-0842,49.4721,-119.56591,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6767000,ConnectEd - Continuing Education,Continuing Ed,"324 ECKHARDT AVE E, PENTICTON, BC",PENTICTON,BC,V2A1Z2,250 770-7718,250 770-7743,49.49374,-119.58581,SECONDARY,12,FALSE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6767019,KVR Middle School,Standard,"300 JERMYN AVE, PENTICTON, BC",PENTICTON,BC,V2A2E1,250 770-7600,250 770-7610,49.49174,-119.58461,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6767020,Skaha Lake Middle School,Standard,"110 GREEN AVE W, PENTICTON, BC",PENTICTON,BC,V2A3T1,250 770-7674,250 492-6108,49.46372,-119.5833,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6767021,Summerland Middle School,Standard,"13611 KELLY AVE, SUMMERLAND, BC",SUMMERLAND,BC,V0H1Z0,250 770-7685,250 770-7684,49.60326,-119.68084,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6777002,Summerland Secondary,Standard,"9518 MAIN ST, SUMMERLAND, BC",SUMMERLAND,BC,V0H1Z0,250 770-7650,250 770-7656,49.60137,-119.67787,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6777003,Trout Creek Elementary,Standard,"5811 NIXON RD, SUMMERLAND, BC",SUMMERLAND,BC,V0H1Z0,250 770-7665,250 494-8825,49.57152,-119.62588,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6777004,Giant's Head Elementary,Standard,"10503 PRAIRIE VALLEY RD, SUMMERLAND, BC",SUMMERLAND,BC,V0H1Z0,250 770-7671,250 770-7672,49.59764,-119.68383,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,67,Okanagan Skaha,6799182,ConnectEd - Junior Alternate,Alternate,"274 ECKHARDT AVE E, PENTICTON, BC",PENTICTON,BC,V2A1Z2,250 770-7718,250 770-7743,49.49362,-119.58636,SECONDARY,11-Aug,FALSE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6799183,ConnectedEd - Senior Alternate,Alternate,"324 ECKHARDT AVE E, PENTICTON, BC",PENTICTON,BC,V2A1Z2,250 770-7718,250 770-7743,49.49374,-119.58581,SENIOR SECONDARY,12-Nov,FALSE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6799203,Summerland Secondary Alternate,Alternate,"9518 MAIN ST, SUMMERLAND, BC",SUMMERLAND,BC,V0H1Z0,250 770-7650,250 770-7656,49.60137,-119.67787,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6799204,Princess Margaret AIM,Alternate,"120 GREEN AVE W, PENTICTON, BC",PENTICTON,BC,V2A3T1,250 770-7620,250 492-7649,49.46366,-119.58373,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,67,Okanagan Skaha,6799205,Penticton Secondary Stride,Alternate,"158 ECKHARDT AVE E, PENTICTON, BC",PENTICTON,BC,V2A1Z3,250 770-7750,250 770-7766,49.49334,-119.58764,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868000,Continuing Ed SD 68,Continuing Ed,"10 STRICKLAND ST, NANAIMO, BC",NANAIMO,BC,V9R4R9,250 753-4012,250 754-4494,49.15315,-123.93484,SECONDARY,12-Nov,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868001,Nanaimo District Secondary,Standard,"355 WAKESIAH AVE, NANAIMO, BC",NANAIMO,BC,V9R3K5,250 740-2000,250 740-2020,49.16085,-123.96114,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868002,Ladysmith Secondary,Standard,"710 6TH AVE, LADYSMITH, BC",LADYSMITH,BC,V9G1A2,250 245-3043,250 245-4333,48.99044,-123.826,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868007,Cedar Community Secondary,Standard,"1640 MACMILLAN RD, NANAIMO, BC",NANAIMO,BC,V9X1L9,250 722-2414,250 722-3071,49.11416,-123.86595,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868009,North Cedar Intermediate,Standard,"2215 GOULD RD W, NANAIMO, BC",NANAIMO,BC,V9X1J9,250 722-2722,250 722-2055,49.0955,-123.85326,ELEMENTARY,07-Apr,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868010,Dover Bay Secondary,Standard,"6135 MCGIRR RD, NANAIMO, BC",NANAIMO,BC,V9V1M1,250 756-4595,250 751-3405,49.23561,-124.03383,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868011,John Barsby Community School,Standard,"550 SEVENTH ST, NANAIMO, BC",NANAIMO,BC,V9R3Z2,250 753-8211,250 753-2430,49.14809,-123.95115,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868013,Woodlands Secondary,Standard,"1270 STRATHMORE ST, NANAIMO, BC",NANAIMO,BC,V9S2L9,250 753-2271,250 753-5429,49.18895,-123.97111,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868015,Wellington Secondary,Standard,"3135 MEXICANA RD, NANAIMO, BC",NANAIMO,BC,V9T2W8,250 758-9191,250 758-3352,49.20986,-124.00062,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868018,Bayview Elementary,Standard,"140 VIEW ST, NANAIMO, BC",NANAIMO,BC,V9R4N6,250 754-3231,250 754-2336,49.15254,-123.93821,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868019,Brechin Elementary,Standard,"510 MILLSTONE AVE, NANAIMO, BC",NANAIMO,BC,V9S5A9,250 754-7523,250 754-8314,49.17781,-123.95436,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868022,Chase River Elementary,Standard,"1503 CRANBERRY AVE, NANAIMO, BC",NANAIMO,BC,V9R6R7,250 754-6983,250 754-3354,49.122,-123.92088,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868024,Cilaire Elementary,Standard,"25 CILAIRE DR, NANAIMO, BC",NANAIMO,BC,V9S3C9,250 758-7941,250 751-8840,49.19247,-123.96579,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868027,Davis Road Elementary,Standard,"444 PARKHILL TERR, LADYSMITH, BC",LADYSMITH,BC,V9G1W5,250 245-7187,250 245-3658,48.97289,-123.80252,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868028,Departure Bay Elementary,Standard,"3004 DEPARTURE BAY RD, NANAIMO, BC",NANAIMO,BC,V9T1B4,250 758-6541,250 751-1617,49.20749,-123.97241,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868036,Fairview Elementary,Standard,"205 HOWARD AVE, NANAIMO, BC",NANAIMO,BC,V9R3R3,250 753-3418,250 741-1250,49.16561,-123.95667,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868037,Forest Park Elementary,Standard,"2050 LATIMER RD, NANAIMO, BC",NANAIMO,BC,V9S2W5,250 758-6892,250 758-2373,49.19014,-123.98786,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868038,Frank J. Ney Elementary,Standard,"5301 WILLIAMSON RD, NANAIMO, BC",NANAIMO,BC,V9V1L1,250 729-8045,250 729-8058,49.23481,-123.99094,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868040,Gabriola Elementary,Standard,"680 NORTH RD, GABRIOLA ISLAND, BC",GABRIOLA ISLAND,BC,V0R1X0,250 247-9342,250 247-8639,49.17427,-123.83887,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868041,Georgia Avenue Elementary,Standard,"625 GEORGIA AVE, NANAIMO, BC",NANAIMO,BC,V9R3W3,250 753-1044,250 741-1324,49.1533,-123.95391,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868044,Hammond Bay Elementary,Standard,"1025 MORNINGSIDE DR, NANAIMO, BC",NANAIMO,BC,V9T1N5,250 758-5711,250 751-1873,49.23255,-123.96734,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868048,Ladysmith Intermediate,Standard,"317 FRENCH ST, LADYSMITH, BC",LADYSMITH,BC,V9G1A6,250 245-3351,250 245-3117,48.99409,-123.82414,ELEMENTARY,07-Apr,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868049,Ladysmith Primary,Standard,"510 6TH AVE, LADYSMITH, BC",LADYSMITH,BC,V9G1A6,250 245-3912,250 245-4863,48.98912,-123.82404,ELEMENTARY,K-3,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868052,Mountain View Elementary,Standard,"2480 WELLINGTON RD E, NANAIMO, BC",NANAIMO,BC,V9R5K3,250 753-2831,250 741-8320,49.1787,-124.014,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868055,McGirr Elementary,Standard,"6199 MCGIRR RD, NANAIMO, BC",NANAIMO,BC,V9V1C7,250 758-8946,250 756-0541,49.24031,-124.03291,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868058,North Oyster Elementary,Standard,"13470 CEDAR RD, LADYSMITH, BC",LADYSMITH,BC,V9G1H6,250 245-3330,250 245-2386,49.04447,-123.84458,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868061,Park Avenue Elementary,Standard,"395 EIGHTH ST, NANAIMO, BC",NANAIMO,BC,V9R1A9,250 754-5591,250 754-5818,49.14273,-123.94239,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868065,Pauline Haarer Elementary,Standard,"400 CAMPBELL ST, NANAIMO, BC",NANAIMO,BC,V9R3G7,250 754-2722,250 741-0275,49.16864,-123.94315,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868066,Pleasant Valley Elementary,Standard,"6201 DUNBAR RD, NANAIMO, BC",NANAIMO,BC,V9T2P2,250 390-4027,250 390-2107,49.22598,-124.04546,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868071,Quarterway Elementary,Standard,"1632 BOWEN RD, NANAIMO, BC",NANAIMO,BC,V9S1G6,250 754-6845,250 754-6871,49.17992,-123.97527,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868073,Randerson Ridge Elementary,Standard,"6021 NELSON RD, NANAIMO, BC",NANAIMO,BC,V9T5N7,250 758-5076,250 751-2261,49.22591,-124.02723,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868076,Rock City Elementary,Standard,"3741 DEPARTURE BAY RD, NANAIMO, BC",NANAIMO,BC,V9T1C5,250 758-2434,250 758-4831,49.20909,-123.99228,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868077,Rutherford Elementary,Standard,"5840 HAMMOND BAY RD, NANAIMO, BC",NANAIMO,BC,V9T5M6,250 758-5331,250 751-0829,49.23527,-124.01972,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868080,Seaview Elementary,Standard,"7000 LANTZVILLE SCHOOL RD, LANTZVILLE, BC",LANTZVILLE,BC,V0R2H0,250 390-4022,250 390-1302,49.25143,-124.07707,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868085,Woodbank Primary,Standard,"1984 WOOBANK RD, NANAIMO, BC",NANAIMO,BC,V9X1K6,250 722-3644,250 722-3665,49.10138,-123.85029,ELEMENTARY,K-3,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868086,Uplands Park Elementary,Standard,"3821 STRONACH DR, NANAIMO, BC",NANAIMO,BC,V9T3X4,250 758-3252,250 751-0635,49.21826,-124.01235,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868323,Cinnabar Valley Elementary,Standard,"1800 RICHARDSON RD, NANAIMO, BC",NANAIMO,BC,V9X1C9,250 716-1030,250 716-0476,49.11223,-123.92708,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6868325,Coal Tyee Elementary,Standard,"2280 SUN VALLEY DR, NANAIMO, BC",NANAIMO,BC,V9T6P1,250 729-0450,250 729-0460,49.19301,-124.00577,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6899022,Vast Centre,Alternate,"10 STRICKLAND ST, NANAIMO, BC",NANAIMO,BC,V9R4R9,250 753-4012,250 753-4494,49.15315,-123.93484,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6899114,Career Technical Centre,Standard,"355 WAKESIAH AVE, NANAIMO, BC",NANAIMO,BC,V9R3K5,250 740-2032,250 740-2040,49.16085,-123.96114,SENIOR SECONDARY,12,FALSE,TRUE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6899139,Learn @ Home K-7,District Distance Ed,"3004 DEPARTURE BAY RD, NANAIMO, BC",NANAIMO,BC,V9T1B4,250 758-6892,250 753-4494,49.20749,-123.97241,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,68,Nanaimo-Ladysmith,6899165,Learn @ Home 8-12,District Distance Ed,"355 WAKESIAH AVE, NANAIMO, BC",NANAIMO,BC,V9R3K5,250 740-2038,250 740-2043,49.16085,-123.96114,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,69,Qualicum,6969000,Continuing Education Centre SD 69,Continuing Ed,"223 MILLS ST, PARKSVILLE, BC",PARKSVILLE,BC,V0P2H6,250 248-2969,250 248-2914,49.31794,-124.30053,SECONDARY,12,FALSE,TRUE
2013/2014,BC Public School,69,Qualicum,6969001,Parksville Elementary,Standard,"330 CRAIG ST, PARKSVILLE, BC",PARKSVILLE,BC,V9P2G5,250 248-5778,250 248-7152,49.31502,-124.31248,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,69,Qualicum,6969002,French Creek Community School,Standard,"2350 ALBERNI HIGHWAY, COOMBS, BC",COOMBS,BC,V0R1M0,250 248-9921,250 248-4131,49.30565,-124.426,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,69,Qualicum,6969006,Qualicum Beach Elementary,Standard,"744 PRIMROSE ST, QUALICUM BEACH, BC",QUALICUM BEACH,BC,V9K1S7,250 752-6989,250 752-6983,49.34531,-124.44431,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,69,Qualicum,6969012,Ecole Secondaire Ballenas Secondary,Standard,"135 N. PYM RD, PARKSVILLE, BC",PARKSVILLE,BC,V9P2H4,250 248-5721,250 954-1531,49.3219,-124.339,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,69,Qualicum,6969013,Winchelsea Elementary,Standard,"140 RENZ RD, PARKSVILLE, BC",PARKSVILLE,BC,V9P2H2,250 248-3296,250 954-1734,49.32155,-124.34336,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,69,Qualicum,6969014,Kwalikum Secondary,Standard,"266 VILLAGE WAY, QUALICUM BEACH, BC",QUALICUM BEACH,BC,V9K1L1,250 752-5651,250 752-8604,49.34887,-124.43622,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,69,Qualicum,6969015,Bowser Elementary,Standard,"4830 FAYE RD, BOWSER, BC",BOWSER,BC,V0R1G0,250 757-8487,250 757-8593,49.44534,-124.69627,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,69,Qualicum,6969016,False Bay School,Standard,"MAIN RD, LASQUETI ISLAND, BC",LASQUETI ISLAND,BC,V0R2J0,250 333-8813,250 333-8772,49.497,-124.348,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Public School,69,Qualicum,6969017,Oceanside Middle School,Standard,"980 WRIGHT RD, PARKSVILLE, BC",PARKSVILLE,BC,V9P2B3,250 248-4662,250 248-4628,49.33936,-124.35456,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,69,Qualicum,6969018,Nanoose Bay Elementary,Standard,"2875 NORTHWEST BAY RD, NANOOSE BAY, BC",NANOOSE BAY,BC,V9P9J9,250 468-7414,250 468-7515,49.27422,-124.19215,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,69,Qualicum,6969019,Springwood Middle School,Standard,"450 DESPARD AVE, PARKSVILLE, BC",PARKSVILLE,BC,V9P2G3,250 248-2038,250 954-1825,49.31204,-124.32741,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,69,Qualicum,6969020,Arrowview Elementary,Standard,"650 BENNETT RD, QUALICUM BEACH, BC",QUALICUM BEACH,BC,V9K1N1,250 752-3875,250 752-7291,49.34791,-124.39899,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,69,Qualicum,6969021,Errington Elementary,Standard,"1390 FAIRDOWNE RD, ERRINGTON, BC",ERRINGTON,BC,V0R1V0,250 248-8446,250 954-1593,49.2891,-124.34629,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,69,Qualicum,6969022,Qualicum Beach Middle School,Standard,"699 CLAYMORE RD, QUALICUM BEACH, BC",QUALICUM BEACH,BC,V9K1L9,250 752-9212,250 752-2960,49.35061,-124.47381,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,69,Qualicum,6999094,Collaborative Education Alternative Prg.,District Distance Ed,"266 VILLAGE WAY, QUALICUM BEACH, BC",QUALICUM BEACH,BC,V9K1L1,250 752-5628,250 752-5619,49.34887,-124.43622,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,69,Qualicum,6999123,Pass/Woodwinds Alternate,Alternate,"223 MILLS ST, PARKSVILLE, BC",PARKSVILLE,BC,V9P2H6,250 248-2969,250 248-2914,49.31794,-124.30053,ELEMENTARY SECONDARY,12-May,TRUE,TRUE
2013/2014,BC Public School,70,Alberni,7070001,Alberni District Secondary,Standard,"4000 ROGER ST, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y0B1,250 723-6251,250 723-2126,49.2545,-124.79217,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,70,Alberni,7070002,Eric J Dunn Middle School,Standard,"3500 ARGYLE ST, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y3A8,250 723-7522,250 723-7557,49.2347,-124.78549,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,70,Alberni,7070004,A W Neill Middle School,Standard,"5055 COMPTON RD, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y7B5,250 723-8151,250 723-5997,49.26937,-124.81632,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,70,Alberni,7070005,Ucluelet Secondary,Standard,"1450 PENINSULA RD, UCLUELET, BC",UCLUELET,BC,V0R3A0,250 726-7796,250 726-7710,48.93956,-125.5441,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,70,Alberni,7070006,Alberni Elementary,Standard,"4645 HELEN ST, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y6P6,250 724-0623,250 724-0600,49.26064,-124.80755,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7070011,Eighth Avenue Elementary,Standard,"2941 8TH AVE, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y2K5,250 723-7631,250 723-1342,49.23289,-124.80053,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7070014,Gill Elementary,Standard,"5520 BEAVER CREEK RD, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y8X6,250 723-9311,250 723-9113,49.27144,-124.82943,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7070018,John Howitt Elementary,Standard,"3867 MARPOLE ST, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y6Y3,250 723-7521,250 723-1674,49.27108,-124.79342,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7070020,Maquinna Elementary,Standard,"3881 BRUCE ST, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y1J6,250 724-0512,250 724-0513,49.22687,-124.79225,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7070024,Wickaninnish Community School,Standard,"431 GIBSON ST, TOFINO, BC",TOFINO,BC,V0R2Z0,250 725-3254,250 725-3264,49.15057,-125.90422,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7070025,Wood Elementary,Standard,"4111 WOOD AVE, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y5E8,250 724-1132,250 724-1363,49.2508,-124.79116,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7070026,Ucluelet Elementary,Standard,"1350 PENINSULA RD, UCLUELET, BC",UCLUELET,BC,V0R3A0,250 726-7793,250 726-2732,48.93804,-125.54267,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7070027,Bamfield Community School,Standard,"240 NUTHATCH ROAD, BAMFIELD, BC",BAMFIELD,BC,V0R1B0,250 728-3352,250 728-3350,48.82865,-125.13489,ELEMENTARY,K-4,TRUE,FALSE
2013/2014,BC Public School,70,Alberni,7099041,VAST,Alternate,"202 4152 REDFORD ST, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y3R5,250 723-3744,250 723-3711,49.24513,-124.79575,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,70,Alberni,7099171,Choices DL,District Distance Ed,"2579 10TH AVE, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y2P5,250 723-3744,250 723-3711,49.22643,-124.79779,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,71,Comox Valley,7171040,Georges P Vanier Secondary,Standard,"4830 HEADQUARTERS RD, COURTENAY, BC",COURTENAY,BC,V9J1P2,250 338-9262,250 338-1308,49.70775,-125.00412,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,71,Comox Valley,7171041,Highland Secondary,Standard,"750 PRITCHARD RD, COMOX, BC",COMOX,BC,V9M3S8,250 339-5525,250 339-0832,49.68923,-124.9169,SECONDARY,12-Aug,FALSE,TRUE
