SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_LONG_NAME_THIS_ENROL,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2013/2014,BC Public School,93,Conseil scolaire francophone,9348024,Ecole De La Vallee De Pemberton,Standard,"1410 PORTAGE AVE, PEMBERTON, BC",PEMBERTON,BC,V0N2L0,604 932-9602,604 932-9608,50.31958,-122.804,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,93,Conseil scolaire francophone,9357012,Duchess Park Secondary,Standard,"2371 ROSS CRES, PRINCE GEORGE, BC",PRINCE GEORGE,BC,V2M1Y8,250 563-7124,250 564-6592,53.91646,-122.76163,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9357053,Ecole Franco-Nord,Standard,"2641 ELLISON DR, PRINCE GEORGE, BC",PRINCE GEORGE,BC,V2M2S6,250 612-0755,250 612-0756,53.90708,-122.7727,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,93,Conseil scolaire francophone,9361060,l'ecole Victor Brodeur,Standard,"637 HEAD ST, VICTORIA, BC",VICTORIA,BC,V9A5S9,250 220-6010,250 220-6014,48.43176,-123.40198,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9368001,Programme Francophone at NDSS,Standard,"355 WAKESIAH AVE, NANAIMO, BC",NANAIMO,BC,V9R3K5,250 714-0761,250 714-0892,49.16085,-123.96114,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9368067,Ecole Oceane,Standard,"1951 ESTEVAN RD, NANAIMO, BC",NANAIMO,BC,V9S3Y9,250 714-0761,250 714-0892,49.18873,-123.9615,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,93,Conseil scolaire francophone,9370006,Ecole Des Grands Cedres,Standard,"4645 HELEN STREET, PORT ALBERNI, BC",PORT ALBERNI,BC,V9Y6P6,250 723-5614,250 724-0600,49.26064,-124.80755,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,93,Conseil scolaire francophone,9372010,Ecole Carihi,Standard,"1102 ALDER ST S, CAMPBELL RIVER, BC",CAMPBELL RIVER,BC,V9W1Z7,250 923-3359,Null,49.98723,-125.23211,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9372031,Ecole mer et montagne,Standard,"1102 SOUTH ALDER ST, CAMPBELL RIVER, BC",CAMPBELL RIVER,BC,V9W1Z7,250 923-3359,Null,49.98723,-125.23211,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9375920,Ecole des Deux-Rives,Standard,"7674 STAVE LAKE ST, MISSION, BC",MISSION,BC,V2V4G4,604 820-5710,604 820-1313,49.14118,-122.29271,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9388027,Jack Cook Elementary,Standard,"4720 GRAHAM AVE, TERRACE, BC",TERRACE,BC,V8G1A8,250 635-9754,250 635-9784,54.50606,-128.59474,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,93,Conseil scolaire francophone,9393002,Gabrielle-Roy,Standard,"6887 132 ST, SURREY, BC",SURREY,BC,V3W4L9,604 599-6688,604 599-6628,49.12839,-122.85691,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9393003,Ecole des Sentiers-Alpins,Standard,"2780 3A HWY, NELSON, BC",NELSON,BC,V1L6L6,250 362-3395,250 362-3374,49.49628,-117.28877,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,93,Conseil scolaire francophone,9393004,Penticton Secondary,Standard,"158 ECKHARDT AVE E, PENTICTON, BC",PENTICTON,BC,V2A1Z3,250 770-7691,250 492-0308,49.49334,-119.58764,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9393005,Ecole secondaire Jules-Verne,Standard,"5445 BAILLIE ST, VANCOUVER, BC",VANCOUVER,BC,V5Z3M6,604 731-8378,604 730-8560,49.23656,-123.12301,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9393006,Au Coeur de L'ile,Standard,"566 LINSHART RD, COMOX, BC",COMOX,BC,V9M2K8,250 339-1848,250 339-1852,49.68393,-124.93023,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,93,Conseil scolaire francophone,9393007,Ecole des Glaciers,Standard,"PO BAG 7400, REVELSTOKE, BC",REVELSTOKE,BC,V0E2S1,250 764-2771,250 764-2772,50.99756,-118.2009,ELEMENTARY,K-3,TRUE,FALSE
2013/2014,BC Public School,93,Conseil scolaire francophone,9393008,Progr. fr. de Fernie,Standard,"44 MOUNT WASHBURT ST, FERNIE, BC",FERNIE,BC,V0B1M3,604 948-7007,604 948-7001,49.49118,-115.07121,ELEMENTARY,K-2,TRUE,FALSE
2013/2014,BC Public School,93,Conseil scolaire francophone,9399177,Ecole Virtuelle,District Distance Ed,"3550 WELLINGTON ST, PORT COQUITLAM, BC",PORT COQUITLAM,BC,V3B3Y5,778 284-0908,778 284-0918,49.27565,-122.76166,SECONDARY,11,FALSE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),596109,St Mary's Catholic Independent,Standard,"1701 5TH ST S, CRANBROOK, BC",CRANBROOK,BC,V1C1K1,250 426-5017,250 426-5076,49.50373,-115.75776,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Independent School,Null,CRANBROOK CHRISTIAN SCHOOL SOCIETY (IATHNBR:426),596640,Kootenay Christian Academy,Standard,"1200 KOOTENAY ST N, CRANBROOK, BC",CRANBROOK,BC,V1C5X1,250 426-0166,250 426-0186,49.522,-115.75508,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Independent School,Null,The Fernie Academy Society (IATHNBR:509),596715,The Fernie Academy,Standard,"451 2ND AVE 2ND FLOOR, FERNIE, BC",FERNIE,BC,V0B1M0,250 423-0212,250 423-4799,49.5027,-115.062,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,ST MARY'S KITIKCAMNAM SOCIETY (IATHNBR:480),597007,?A'q'amnik Primary School,Standard,"7470 MISSION RD, CRANBROOK, BC",CRANBROOK,BC,V1C7E5,250 489-5183,250 426-8935,49.58298,-115.75519,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Independent School,Null,Kimberley Independent School Society (IATHNBR:551),696795,Kimberley Independent School,Standard,"73 101 AVE, KIMBERLEY, BC",KIMBERLEY,BC,V1A1A5,250 427-1779,250 427-1789,49.66573,-115.96786,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),896143,St Joseph School,Standard,"523 MILL ST, NELSON, BC",NELSON,BC,V1L4S2,250 352-3041,250 352-9188,49.48905,-117.29097,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Independent School,Null,WEST KOOTENAY EDUCATION RESOURCE SOCIETY (IATHNBR:246),896220,Whole School,Standard,"5614 HWY #6, WINLAW, BC",WINLAW,BC,V0G2J0,250 226-7737,250 226-0041,49.3642,-117.247,ELEMENTARY,K-1,TRUE,FALSE
2013/2014,BC Independent School,Null,NELSON AREA WALDORF SCHOOL ASSOCIATION (IATHNBR:203),896449,Nelson Waldorf School,Standard,"3648 SILVERKING RD., NELSON, BC",NELSON,BC,V1L5P5,250 352-6919,250 352-6887,49.1264,-116.534,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Independent School,Null,NELSON CHRISTIAN SCHOOL SOCIETY (IATHNBR:502),896710,Nelson Christian Community School,Standard,"810 TENTH ST, NELSON, BC",NELSON,BC,V1L3C7,250 352-0565,250 352-0546,49.50585,-117.26887,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Independent School,Null,Selfdesign Learning Foundation (IATHNBR:226),896721,SelfDesign Learning Community (DL),District Distance Ed,"402 VICTORIA ST, NELSON, BC",NELSON,BC,V1L4K5,877 353-3374,604 224-3662,49.49069,-117.29463,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,MORMON HILLS SCHOOL SOCIETY (IATHNBR:517),896726,Mormon Hills Elementary Secondary,Standard,"876 LYONS RD, CRESTON, BC",CRESTON,BC,V0B1G2,250 428-4800,250 428-4810,49.01457,-116.43222,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,NELSON CHRISTIAN SCHOOL SOCIETY (IATHNBR:502),896749,CHEK-ABC,District Distance Ed,"810 TENTH ST, NELSON, BC",NELSON,BC,V1L3C7,250 352-0526,250 352-0546,49.50585,-117.26887,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,The Church of God in Christ (Mennonite) (Creston) (IATHNBR:617),896864,Kootenay Valley Christian School,Standard,"1152 21 HWY N, CRESTON, BC",CRESTON,BC,V0B1G6,250 428-9079,250 428-9078,49.10843,-116.52925,ELEMENTARY JR SECONDARY,09-Jan,TRUE,TRUE
2013/2014,BC Independent School,Null,LOWER KOOTENAY INDIAN BAND EDUCATION SOCIETY (IATHNBR:341),897558,Yaqan Nukiy School,Standard,"904 SIMON RD, CRESTON, BC",CRESTON,BC,V0B1G2,250 428-4428,250 428-7686,49.06611,-116.51566,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),2096098,St Michael's Elementary,Standard,"1329 FOURTH AVE, TRAIL, BC",TRAIL,BC,V1R1S3,250 368-6151,250 368-9962,49.10153,-117.70198,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),2296035,Pleasant Valley Christian Academy,Standard,"1802 45 AVE, VERNON, BC",VERNON,BC,V1T3M7,250 545-7852,250 545-9230,50.27757,-119.25449,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF KAMLOOPS DIOCESE (IATHNBR:114),2296078,St James,Standard,"2700 28 AVE, VERNON, BC",VERNON,BC,V1T1V7,250 542-4081,250 542-5696,50.26219,-119.26655,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,VERNON CHRISTIAN SCHOOL SOCIETY (IATHNBR:173),2296261,Vernon Christian School,Standard,"6920 PLEASANT VALLEY RD, VERNON, BC",VERNON,BC,V1B3R5,250 545-7345,250 545-0254,50.30928,-119.24551,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),2396013,Immaculata Regional High School,Standard,"1493 K L O RD, KELOWNA, BC",KELOWNA,BC,V1W3N8,250 762-2730,250 861-3028,49.8608,-119.467,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Independent School,Null,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),2396023,Okanagan Adventist Academy,Standard,"1035 HOLLYWOOD RD S, KELOWNA, BC",KELOWNA,BC,V1X4N3,250 860-5305,250 868-9703,49.87692,-119.39614,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),2396081,St Joseph Elementary School,Standard,"839 SUTHERLAND AVE, KELOWNA, BC",KELOWNA,BC,V1Y5X4,250 763-3371,250 763-2740,49.87982,-119.48433,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,KELOWNA SOCIETY FOR CHRISTIAN EDUCATION (IATHNBR:139),2396281,Kelowna Christian School,Standard,"2870 BENVOULIN RD, KELOWNA, BC",KELOWNA,BC,V1W2E3,250 861-3238,250 861-4844,49.86349,-119.45732,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,WALDORF SCHOOL ASSOCIATION OF KELOWNA (IATHNBR:196),2396360,Kelowna Waldorf School,Standard,"429 COLLETT RD, KELOWNA, BC",KELOWNA,BC,V1W1K6,250 764-4130,250 764-4139,49.81705,-119.49916,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Independent School,Null,KELOWNA CHRISTIAN CENTRE SOCIETY (IATHNBR:238),2396479,Heritage Christian School,Standard,"907 BADKE RD, KELOWNA, BC",KELOWNA,BC,V1X5Z5,250 862-2377,250 862-4943,49.89062,-119.40459,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,OKANAGAN MONTESSORI ELMENTARY SCHOOL SOCIETY (IATHNBR:363),2396575,Okanagan Montessori Elementary&Preschool,Standard,"3439 EAST KELOWNA RD, KELOWNA, BC",KELOWNA,BC,V1W4H1,250 860-1165,250 860-1416,49.86674,-119.40551,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE (IATHNBR:115),2396609,Our Lady of Lourdes,Standard,"2547 HEBERT RD, WEST KELOWNA, BC",WEST KELOWNA,BC,V4T2J6,250 768-9008,250 768-0168,49.82815,-119.63287,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,First Lutheran Christian School Society (IATHNBR:418),2396612,First Lutheran Christian School,Standard,"4091 LAKESHORE RD, KELOWNA, BC",KELOWNA,BC,V1W1V7,250 764-3111,250 764-3129,49.83669,-119.48621,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,Studio 9 Independent School Society (IATHNBR:466),2396676,Studio 9 Independent School of the Arts,Standard,"1180 HOUGHTON RD, KELOWNA, BC",KELOWNA,BC,V1X2C9,250 868-8816,250 868-8836,49.89264,-119.40984,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,ABERDEEN HALL PREPARATORY SCHOOL SOCIETY (IATHNBR:481),2396689,Aberdeen Hall Preparatory School,Standard,"950 ACADEMY WAY, KELOWNA, BC",KELOWNA,BC,V1V3A4,250 491-1270,250 491-1289,49.93501,-119.40238,ELEMENTARY,06-Jan,TRUE,FALSE
2013/2014,BC Independent School,Null,Name Missing In Source (IATHNBR:577),2396719,KLEOS Open Learning (DL),District Distance Ed,"203 251 LAWRENCE AVE, KELOWNA, BC",KELOWNA,BC,V1Y6L2,877 866-1667,778 478-0436,49.88512,-119.49805,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,KELOWNA CHRISTIAN CENTRE SOCIETY (IATHNBR:238),2396738,Heritage Christian Online School (DL),District Distance Ed,"905 BADKE RD, KELOWNA, BC",KELOWNA,BC,V1X5Z5,250 862-2376,250 762-9277,49.89062,-119.40459,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,Aberdeen Hall Senior School Society (IATHNBR:585),2396825,Aberdeen Hall Senior,Standard,"950 ACADEMY WAY, KELOWNA, BC",KELOWNA,BC,V1V3A4,250 491-1270,250 491-1289,49.93501,-119.40238,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2013/2014,BC Independent School,Null,"THE CHIEF AND COUNCILLORS OF THE WESTBANK FIRST NATION, BRITISH COLUMBIA (IATHNBR:479)",2397006,Sensisyusten House of Learning,Standard,"1920 QUAIL LANE, WESTBANK, BC",WESTBANK,BC,V4T2H3,250 768-2802,250 768-5462,49.84051,-119.59485,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Independent School,Null,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),2796177,Cariboo Adventist Academy,Standard,"1405 SOUTH LAKESIDE DR, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G3A7,250 392-4741,250 392-6583,52.11299,-122.11158,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,EVANGELICAL FREE CHURCH OF WILLIAMS LAKE (IATHNBR:262),2796263,Maranatha Christian School,Standard,"1278 LAKEVIEW CRES, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G1A3,250 392-7410,250 392-7409,52.1256,-122.11829,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF KAMLOOPS DIOCESE (IATHNBR:114),2796566,Sacred Heart Catholic School,Standard,"455 PIGEON AVE, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G4R5,250 398-7770,250 398-7725,52.13613,-122.14655,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),2796801,West Coast Adventist DL School,District Distance Ed,"1405 SOUTH LAKESIDE DR, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G3A7,250 392-4741,250 392-6583,52.11299,-122.11158,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CHIEF & COUNCIL OF THE STONE INDIAN BAND (IATHNBR:495),2797025,Yunesit'in ?Esgul,Standard,"6676 TASEKO LAKE RD, HANCEVILLE, BC",HANCEVILLE,BC,V0L1K0,250 394-4217,250 394-4478,51.9193,-123.0424,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF KAMLOOPS DIOCESE (IATHNBR:114),2896434,St Ann's School,Standard,"150 SUTHERLAND AVE, QUESNEL, BC",QUESNEL,BC,V2J2J5,250 992-6237,250 992-6234,52.98743,-122.49938,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,QUESNEL INTERDENOMINATIONAL CHRISTIAN SCHOOL SOCIETY (IATHNBR:407),2896621,North Cariboo Christian School,Standard,"2876 RED BLUFF RD, QUESNEL, BC",QUESNEL,BC,V2J6C7,250 747-4417,250 747-4410,52.92407,-122.46514,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF VANCOUVER ARCHDIOCESE (IATHNBR:117),3396149,St Mary's,Standard,"8909 MARY ST, CHILLIWACK, BC",CHILLIWACK,BC,V2P4J4,604 792-7715,604 792-7031,49.16389,-121.962,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,CHILLIWACK CHRISTIAN SCHOOL SOCIETY (IATHNBR:120),3396181,Unity Christian School,Standard,"50950 HACK BROWN RD, CHILLIWACK, BC",CHILLIWACK,BC,V4Z1K9,604 794-7797,604 794-7667,49.15774,-121.81453,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CANADIAN REFORMED SCHOOL SOCIETY OF ABBOTSFORD (IATHNBR:113),3396192,John Calvin School,Standard,"4268 STEWART RD, CHILLIWACK, BC",CHILLIWACK,BC,V2R5G2,604 823-6814,604 823-6791,49.07952,-122.0676,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,NETHERLANDS REFORMED CONGREGATION (IATHNBR:149),3396209,Timothy Christian School,Standard,"50420 CASTLEMAN RD, CHILLIWACK, BC",CHILLIWACK,BC,V2P6H4,604 794-7114,604 794-3520,49.1907,-121.8294,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,City Life Church (IATHNBR:206),3396251,Highroad Academy,Standard,"46641 CHILLIWACK CENTRAL RD, CHILLIWACK, BC",CHILLIWACK,BC,V2P1K3,604 792-4680,604 792-2465,49.16198,-121.93395,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,MOUNT CHEAM CHRISTIAN SCHOOL SOCIETY (IATHNBR:146),3396354,Mount Cheam Christian School,Standard,"48988 YALE RD EAST, CHILLIWACK, BC",CHILLIWACK,BC,V4Z0B2,604 794-3072,604 794-3078,49.17744,-121.87024,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),3396641,Chilliwack Adventist Christian School,Standard,"46024 RIVERSIDE DR, CHILLIWACK, BC",CHILLIWACK,BC,V2P3K8,604 792-8344,604 792-8374,49.18043,-121.95144,ELEMENTARY,07-Jan,TRUE,FALSE
2013/2014,BC Independent School,Null,Cascade Christian School Society (IATHNBR:580),3396824,Cascade Christian School,Standard,"46420 BROOKS AVE, CHILLIWACK, BC",CHILLIWACK,BC,V2P1C5,604 793-7997,604 793-7991,49.15891,-121.93941,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Independent School,Null,MENNONITE EDUCATIONAL INSTITUTE SOCIETY (IATHNBR:143),3496020,Mennonite Educational Institute,Standard,"4081 CLEARBROOK RD, ABBOTSFORD, BC",ABBOTSFORD,BC,V4X2M8,604 859-3700,604 859-9206,49.07601,-122.34579,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,ABBOTSFORD CHRISTIAN SCHOOL SOCIETY (IATHNBR:100),3496069,Abbotsford Christian School,Standard,"35011 OLD CLAYBURN RD, ABBOTSFORD, BC",ABBOTSFORD,BC,V2S7L7,604 755-1891,604 859-2240,49.06156,-122.25555,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CHRISTIAN OUTREACH OF CANADA (IATHNBR:180),3496320,Cornerstone Christian School,Standard,"3970 GLADWIN RD, ABBOTSFORD, BC",ABBOTSFORD,BC,V2T6Z7,604 859-7867,604 859-7860,49.07407,-122.31609,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Independent School,Null,CHURCH OF GOD IN CHRIST (MENNONITE) (IATHNBR:269),3496371,Pacific Christian,Standard,"29623 DOWNES RD, ABBOTSFORD, BC",ABBOTSFORD,BC,V4X1Z8,604 856-2988,604 856-2983,49.07505,-122.40308,ELEMENTARY JR SECONDARY,09-Jan,TRUE,TRUE
2013/2014,BC Independent School,Null,DASMESH PUNJABI EDUCATIONAL ASSOCIATION (IATHNBR:212),3496425,Dasmesh Punjabi School,Standard,"5930 RIVERSIDE ST, ABBOTSFORD, BC",ABBOTSFORD,BC,V4X1T8,604 826-1666,604 820-8924,49.10888,-122.29419,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF VANCOUVER ARCHDIOCESE (IATHNBR:117),3496454,St James,Standard,"2767 TOWNLINE RD, ABBOTSFORD, BC",ABBOTSFORD,BC,V2T5E1,604 852-1788,604 850-5376,49.05237,-122.36007,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF VANCOUVER ARCHDIOCESE (IATHNBR:117),3496595,St John Brebeuf,Standard,"2747 TOWNLINE RD, ABBOTSFORD, BC",ABBOTSFORD,BC,V2T5E1,604 855-0571,604 855-0572,49.05209,-122.36007,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Independent School,Null,DOGWOOD INDEPENDENT SCHOOL SOCIETY (IATHNBR:395),3496607,Dogwood School,Standard,"33886 PINE ST, ABBOTSFORD, BC",ABBOTSFORD,BC,V2S2P3,604 851-5922,604 851-5933,49.05125,-122.2863,ELEMENTARY SECONDARY,12-Feb,TRUE,TRUE
2013/2014,BC Independent School,Null,SEVENTH-DAY ADVENTIST CHURCH - BRITISH COLUMBIA CONFERENCE (IATHNBR:109),3596061,Fraser Valley Adventist Academy,Standard,"26026 48TH AVE, ALDERGROVE, BC",ALDERGROVE,BC,V4W1J2,604 607-3822,604 856-1002,49.08833,-122.50269,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CANADIAN REFORMED SCHOOL ASSOCIATION OF LANGLEY (IATHNBR:416),3596289,Credo Christian Schools,Standard,"21846 52 AVE, LANGLEY, BC",LANGLEY,BC,V2Y2M7,604 530-5396,604 530-8965,49.09576,-122.61797,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,LANGLEY CHRISTIAN SCHOOL SOCIETY (IATHNBR:141),3596311,Langley Christian,Standard,"22930 48 AVE, LANGLEY, BC",LANGLEY,BC,V2Z2T7,604 533-2118,604 994-0154,49.0875,-122.58928,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,THE KING'S CHRISTIAN SCHOOL SOCIETY (IATHNBR:193),3596376,King's School,Standard,"21783 76B AVE, MILNER, BC",MILNER,BC,V0X1T0,604 888-0969,604 888-0977,49.14478,-122.61728,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,CATHOLIC INDEPENDENT SCHOOLS OF VANCOUVER ARCHDIOCESE (IATHNBR:117),3596458,St Catherines School,Standard,"20244 32 AVE, LANGLEY, BC",LANGLEY,BC,V2Z2E1,604 534-6564,604 534-4871,49.05963,-122.66253,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,RADICALUS MONTESSORI SOCIETY (IATHNBR:305),3596515,Roots and Wings Montessori,Standard,"21195 32 AVE, LANGLEY, BC",LANGLEY,BC,V2Z2E7,604 510-2588,604 510-2589,49.06027,-122.63615,ELEMENTARY,K-1,TRUE,FALSE
2013/2014,BC Independent School,Null,ROSE OF SHARON MINISTRIES (IATHNBR:361),3596573,Aldergrove Christian Academy,Standard,"4057 248 ST, ALDERGROVE, BC",ALDERGROVE,BC,V4W1E3,604 856-2577,604 857-0088,49.07569,-122.53773,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Independent School,Null,WEST COAST MONTESSORI SOCIETY (IATHNBR:403),3596616,Langley Montessori School,Standard,"21488 OLD YALE ROAD, LANGLEY, BC",LANGLEY,BC,V3A4M8,604 532-5667,604 532-5634,49.09062,-122.62786,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Independent School,Null,FOCUS FOUNDATION OF BC (IATHNBR:432),3596631,Whytecliff Agile Learning Centre-Langley,Standard,"20561 LOGAN AVE, LANGLEY, BC",LANGLEY,BC,V3A7R3,604 532-1268,604 532-1269,49.10601,-122.65313,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Independent School,Null,GLOBAL SCHOOL SOCIETY (IATHNBR:561),3596779,The Global School,Standard,"19785 55A AVE, LANGLEY, BC",LANGLEY,BC,V3A3X1,604 534-1556,604 532-4358,49.10327,-122.67477,ELEMENTARY,K-3,TRUE,FALSE
