Geo_Code,CSD_Name,CD_Name,CSD_type,Lat,Lon,Median value of dwellings ($),Median monthly shelter costs for owned dwellings ($),Median monthly shelter costs for rented dwellings ($),% of owner households spending 30% or more of household total income on shelter costs,% of tenant households spending 30% or more of household total income on shelter costs, % of tenant households in subsidized housing,"Car, truck or van - total",Public transit,Walked,Bicycle,Other methods,Median commuting duration,0 to 1 bedroom,2 bedrooms,3 bedrooms,4 or more bedrooms,Owner,Renter,Band housing,Median after-tax household income,"Household total income Under $5,000","Household total income $5,000 to $9,999","Household total income $10,000 to $14,999","Household total income $15,000 to $19,999","Household total income $20,000 to $29,999","Household total income $30,000 to $39,999","Household total income $40,000 to $49,999","Household total income $50,000 to $59,999","Household total income $60,000 to $79,999","Household total income $80,000 to $99,999","Household total income $100,000 to $124,999","Household total income $125,000 to $149,999","Household total income $150,000 and over",Private households Median household total income
5931032,Squamish-Lillooet A,Squamish-Lillooet,Regional district electoral area,50.87394022,-122.9349512,125302,453,0,Null,Null,0,75,0,0,0,0,5.9,0,50,0,25,100,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931034,Squamish-Lillooet B,Squamish-Lillooet,Regional district electoral area,50.72459884,-122.1479422,376086,275,870,16.7,0,0,110,0,0,0,0,20,0,10,105,45,100,65,0,54661,Null,Null,Null,Null,Null,Null,Null,15,Null,Null,Null,Null,Null,55685
5931801,Cheakamus 11,Squamish-Lillooet,Indian reserve,49.825596,-123.2047237,0,0,0,Null,Null,0,10,0,0,0,0,15.3,0,10,0,10,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931806,Seaichem 16,Squamish-Lillooet,Indian reserve,49.75419465,-123.1417481,0,0,0,Null,Null,0,20,0,0,0,0,11.7,0,15,10,0,25,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931807,Stawamus 24,Squamish-Lillooet,Indian reserve,49.69065466,-123.1494221,0,0,0,Null,Null,0,25,0,15,0,0,5.8,0,0,0,15,20,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931808,Waiwakum 14,Squamish-Lillooet,Indian reserve,49.77081765,-123.1619785,0,0,0,Null,Null,0,40,0,0,0,0,15.5,0,0,10,20,15,0,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931812,Nesuch 3,Squamish-Lillooet,Indian reserve,50.30653512,-122.6474723,0,0,0,Null,Null,0,35,0,0,0,0,30.8,10,20,10,10,40,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931813,Bridge River 1,Squamish-Lillooet,Indian reserve,50.79628354,-122.0354775,0,0,0,Null,Null,0,60,0,0,0,0,10.9,10,15,45,30,20,0,60,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931814,Cayoosh Creek 1,Squamish-Lillooet,Indian reserve,50.67284926,-121.9331062,0,0,0,Null,Null,0,15,0,0,0,0,5.7,0,10,10,10,0,0,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931815,Chilhil 6,Squamish-Lillooet,Indian reserve,50.63677078,-121.8007141,0,0,0,Null,Null,0,20,0,0,0,0,25.7,0,10,10,10,10,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931816,Fountain  1,Squamish-Lillooet,Indian reserve,50.7356298,-121.8624988,0,0,0,Null,Null,0,20,0,10,0,0,15.4,0,20,10,15,35,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931821,Lillooet 1,Squamish-Lillooet,Indian reserve,50.69009169,-121.9536948,0,0,0,Null,Null,0,65,0,10,0,0,10.2,10,25,30,30,40,10,35,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931823,McCartney's Flat 4,Squamish-Lillooet,Indian reserve,50.6581014,-121.8989735,0,0,0,Null,Null,0,10,0,0,0,0,10.2,0,0,0,15,0,0,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931829,Pavilion 1,Squamish-Lillooet,Indian reserve,50.88360598,-121.8438097,0,0,0,Null,Null,0,25,0,0,0,0,30.2,0,0,0,10,0,0,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931831,Slosh 1,Squamish-Lillooet,Indian reserve,50.72669955,-122.2277424,0,0,0,Null,Null,0,60,0,15,0,0,10.4,15,20,35,15,0,0,90,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931842,Fountain  1B,Squamish-Lillooet,Indian reserve,50.74130787,-121.8787415,0,0,0,Null,Null,0,10,0,0,0,0,15.5,0,0,10,0,15,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5931843,Mount Currie,Squamish-Lillooet,Indian reserve,50.32415371,-122.6801414,0,0,0,0,0,0,255,20,55,0,10,15.4,40,105,145,100,250,80,60,28139,55,25,30,35,50,55,25,25,35,15,15,10,0,28699
5931844,Nequatque,Squamish-Lillooet,Indian reserve,50.54520603,-122.4793837,0,0,0,0,0,0,70,0,0,0,0,20.3,10,25,35,25,80,15,0,34383,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,34383
5933006,Merritt,Thompson-Nicola,City,50.11391483,-120.7739604,259100,913,701,17.5,30,15.4,2420,15,225,35,75,7,285,720,1010,890,2155,750,0,56905,80,35,85,145,245,405,260,170,550,315,275,180,160,61890
5933008,Thompson-Nicola M,Thompson-Nicola,Regional district electoral area,50.16340097,-120.3123257,250787,817,502,20.8,29.6,0,650,0,55,0,0,15.7,35,250,350,160,660,135,0,53517,25,0,35,20,95,95,80,30,85,145,85,45,50,61223
5933019,Ashcroft,Thompson-Nicola,Village,50.6962264,-121.3421602,200328,361,615,12.5,28.1,0,470,0,50,0,0,10.4,65,185,285,225,595,160,0,43839,10,0,0,80,85,100,115,70,65,100,65,35,20,47109
5933024,Cache Creek,Thompson-Nicola,Village,50.79813645,-121.3192348,179521,379,544,8.6,46.7,0,360,0,30,0,0,10.7,60,120,165,140,405,80,0,46087,0,0,30,45,45,50,80,65,55,35,20,0,25,46889
5933035,Logan Lake,Thompson-Nicola,District municipality,50.48658713,-121.0281087,224979,409,610,8,11.1,0,615,0,25,0,0,18.2,105,275,355,250,810,175,0,46876,0,20,0,20,100,260,135,55,110,80,85,75,35,48094
5933039,Thompson-Nicola J (Copper Desert Country),Thompson-Nicola,Regional district electoral area,50.80604614,-120.6997634,348969,725,1426,15.9,50,0,565,0,0,0,15,25.5,120,150,175,205,595,55,0,57367,0,0,0,15,30,125,30,90,105,45,55,70,70,62489
5933042,Kamloops,Thompson-Nicola,City,50.69420271,-120.327665,349099,1052,833,18.1,47,14.4,35080,1795,2205,495,775,15.2,4010,7820,10545,12645,25810,9215,0,56438,900,435,1290,1865,2825,3805,2680,2905,5255,3880,3665,2485,3045,62598
5933044,Thompson-Nicola P (Rivers and the Peaks),Thompson-Nicola,Regional district electoral area,50.87966902,-120.0879812,422872,845,1100,19.9,16.7,0,1485,0,85,0,20,30.2,80,385,570,500,1385,150,0,61513,20,35,15,60,135,115,165,105,290,105,260,120,95,67152
5933045,Sun Peaks Mountain,Thompson-Nicola,Village,50.88918602,-119.8959596,518293,1342,1053,33.3,40,0,115,0,55,0,0,10.7,25,70,25,55,120,55,0,45281,Null,Null,Null,Null,Null,Null,Null,25,Null,Null,Null,Null,Null,46331
5933054,Chase,Thompson-Nicola,Village,50.84384863,-119.6893537,275119,521,501,21.4,33.9,7.1,725,0,135,45,15,10.6,195,430,340,235,915,285,0,43613,0,35,25,130,155,175,105,180,205,80,40,25,35,45567
5933067,Clearwater,Thompson-Nicola,District municipality,51.644336,-120.0091111,290190,784,694,18.7,30,9.7,880,0,50,0,0,10.5,75,200,370,365,865,155,0,52059,0,40,20,50,110,165,80,80,215,100,70,15,75,56672
5933068,Thompson-Nicola A (Wells Gray Country),Thompson-Nicola,Regional district electoral area,52.13855212,-119.977185,200018,306,728,10.9,55.6,0,440,0,40,0,0,15.2,35,215,290,140,640,40,0,45627,0,15,20,15,60,95,135,55,85,90,50,20,0,48328
5933801,Coldwater 1,Thompson-Nicola,Indian reserve,50.03439373,-120.8572727,0,0,0,0,0,0,100,0,0,0,0,15.3,10,25,45,40,100,10,10,35214,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,35410
5933802,Douglas Lake 3,Thompson-Nicola,Indian reserve,50.16636484,-120.2815235,0,0,0,Null,Null,0,35,0,0,0,0,20.4,0,15,30,15,45,0,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933805,Joeyaska 2,Thompson-Nicola,Indian reserve,50.09258192,-120.7570739,0,0,0,Null,Null,0,10,0,0,0,0,15.2,0,0,10,10,10,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933806,Nicola Lake 1,Thompson-Nicola,Indian reserve,50.20897301,-120.4608014,0,0,0,Null,Null,0,45,0,0,0,0,20.4,0,20,20,10,50,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933807,Nicola Mameet 1,Thompson-Nicola,Indian reserve,50.18614733,-120.8414809,0,0,0,0,0,0,125,0,10,0,0,15.1,15,60,85,35,95,75,25,27099,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,27698
5933808,Nooaitch 10,Thompson-Nicola,Indian reserve,50.18679809,-121.0661588,0,0,0,Null,Null,0,45,0,10,0,0,30,0,15,20,10,20,15,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933809,Paul's Basin 2,Thompson-Nicola,Indian reserve,49.98788079,-120.9621865,0,0,0,Null,Null,0,0,0,0,0,0,0,0,0,0,0,10,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933812,Bonaparte 3,Thompson-Nicola,Indian reserve,50.84009929,-121.3731928,0,0,0,Null,Null,0,40,0,0,0,0,10.5,0,10,15,25,0,0,45,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933814,Canoe Creek 1,Thompson-Nicola,Indian reserve,51.46984042,-122.1520107,0,0,0,Null,Null,0,10,0,0,0,0,15.5,0,10,10,10,20,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933817,Skeetchestn,Thompson-Nicola,Indian reserve,50.81923923,-120.9583955,0,0,0,0,0,0,85,0,10,0,0,10.5,0,30,45,25,85,10,10,36785,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,38008
5933825,Inklyuhkinatko 2,Thompson-Nicola,Indian reserve,50.18860446,-121.5765587,0,0,0,Null,Null,0,15,0,0,0,0,10.2,0,0,0,0,15,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933829,Klahkamich 17,Thompson-Nicola,Indian reserve,50.22765835,-121.5767753,0,0,0,Null,Null,0,20,0,0,0,0,15.1,0,0,10,10,15,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933832,Klickkumcheen 18,Thompson-Nicola,Indian reserve,50.23715021,-121.5748726,0,0,0,Null,Null,0,20,0,10,0,0,10.2,0,10,10,10,25,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933833,Inkluckcheen,Thompson-Nicola,Indian reserve,50.2771375,-121.6005693,0,0,0,Null,Null,0,60,0,0,0,0,7.1,15,25,10,20,35,15,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933836,Lower Hat Creek 2,Thompson-Nicola,Indian reserve,50.88225883,-121.4897823,0,0,0,Null,Null,0,15,0,0,0,0,25.5,0,0,0,10,10,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933838,Neskonlith,Thompson-Nicola,Indian reserve,50.77080209,-119.742756,0,0,0,Null,Null,0,60,0,10,0,0,20,0,15,40,25,50,15,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933844,Ashcroft 4,Thompson-Nicola,Indian reserve,50.71956181,-121.3147304,0,0,0,Null,Null,0,10,0,0,0,0,10.9,0,0,10,10,0,0,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933849,Siska Flat,Thompson-Nicola,Indian reserve,50.13673057,-121.5699333,0,0,0,Null,Null,0,30,0,10,0,0,10.8,0,10,20,10,20,10,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933851,Nicomen 1,Thompson-Nicola,Indian reserve,50.26357305,-121.4018307,0,0,0,Null,Null,0,0,0,15,0,0,5.7,0,0,0,10,0,0,15,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933853,Nuuautin 2,Thompson-Nicola,Indian reserve,50.25811736,-121.5900488,0,0,0,Null,Null,0,25,0,0,0,0,10.5,0,0,15,20,30,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933859,Shackan 11,Thompson-Nicola,Indian reserve,50.28737285,-121.1919398,0,0,0,Null,Null,0,0,0,0,0,0,30.3,0,10,10,10,25,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933872,Marble Canyon 3,Thompson-Nicola,Indian reserve,50.81921744,-121.6648365,0,0,0,Null,Null,0,15,0,0,0,0,5.7,0,10,0,10,0,0,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933873,Stryen 9,Thompson-Nicola,Indian reserve,50.28436298,-121.6338852,0,0,0,Null,Null,0,10,0,0,0,0,30.5,0,0,0,15,10,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933877,Whispering Pines 4,Thompson-Nicola,Indian reserve,50.98549765,-120.2447822,0,0,0,Null,Null,0,30,0,0,0,0,30.1,0,0,10,0,10,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933880,Kamloops 1,Thompson-Nicola,Indian reserve,50.72967608,-120.2571924,0,0,0,0,0,0,1080,0,30,15,0,10.8,120,295,430,280,910,185,35,56220,55,40,40,45,85,100,90,85,125,95,170,45,150,63185
5933884,Sahhaltkum 4,Thompson-Nicola,Indian reserve,50.818657,-119.7306491,0,0,0,0,0,0,80,0,10,0,0,10.1,0,15,35,50,85,10,10,34157,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,34457
5933887,North Thompson 1,Thompson-Nicola,Indian reserve,51.29147328,-120.1552362,0,0,0,Null,Null,0,80,0,10,0,0,10.9,10,25,35,35,75,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5933896,Nekliptum  1,Thompson-Nicola,Indian reserve,50.10880559,-121.5530512,0,0,0,Null,Null,0,15,0,0,0,0,10.9,0,0,0,10,0,0,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5935010,Kelowna,Central Okanagan,City,49.88489266,-119.4403958,415710,1064,1001,24.7,51.1,10.1,45540,2170,3020,1900,1035,15.3,5900,16520,12950,14300,35580,14090,0,52258,1010,760,1470,3100,4990,5505,4685,4135,6855,5410,4795,2760,4195,57948
5935012,Central Okanagan,Central Okanagan,Regional district electoral area,49.91696066,-119.1946762,474730,964,829,23.1,77.6,0,1585,0,120,0,30,20.4,70,345,595,530,1295,250,0,60417,115,0,30,50,90,120,130,105,290,115,180,135,165,69064
5935016,Lake Country,Central Okanagan,District municipality,50.07711701,-119.3997411,449131,1238,1038,25.1,48.5,11.1,5160,80,185,20,120,20.5,325,985,1445,1745,3680,815,0,58817,175,50,155,155,440,380,385,250,720,675,550,275,280,66676
5935018,Peachland,Central Okanagan,District municipality,49.77506112,-119.7387899,449797,858,767,27.1,41.3,31.7,1845,30,35,10,55,20.7,145,575,950,650,1995,320,0,55379,50,80,40,95,225,255,225,165,385,270,250,110,150,60590
5935020,Central Okanagan J,Central Okanagan,Regional district electoral area,49.9920594,-119.7141804,424688,971,1085,27.2,66.7,0,960,0,0,0,10,30.1,90,220,310,215,790,45,0,58265,0,30,0,15,75,75,105,90,110,85,115,25,95,64103
5935029,West Kelowna,Central Okanagan,District municipality,49.86109045,-119.6092088,448732,1072,1080,23.8,43.9,6.6,12405,395,375,130,215,16,455,2465,3780,5110,9990,1815,0,60904,275,165,330,345,755,920,1195,1035,2090,1405,1115,845,1330,68261
5935802,Tsinstikeptum  9,Central Okanagan,Indian reserve,49.83907941,-119.6054795,0,0,0,0,0,0,1835,50,90,30,35,20.2,90,1460,1020,225,2405,375,15,42231,60,55,95,265,310,450,360,240,495,260,95,60,55,44127
5935803,Tsinstikeptum 10,Central Okanagan,Indian reserve,49.88304831,-119.5368279,0,0,0,0,0,0,400,0,0,0,0,15.5,20,105,250,110,430,60,0,46211,20,0,30,0,40,85,50,50,80,55,25,0,15,52597
5937010,Coldstream,North Okanagan,District municipality,50.22758962,-119.1745864,473121,936,1005,16.3,43.8,0,4055,60,105,90,70,15.4,130,555,1180,1935,3350,445,0,69514,35,45,15,85,210,355,285,365,600,590,410,360,435,78417
5937014,Vernon,North Okanagan,City,50.23385361,-119.3466289,348871,831,828,21.7,53.3,14.2,13390,340,1260,290,355,10.9,1705,5100,5320,4295,11690,4730,0,46836,385,290,640,1235,2150,1750,1615,1365,2285,1770,1200,805,925,50644
5937017,North Okanagan B,North Okanagan,Regional district electoral area,50.31206654,-119.4973112,448828,811,708,15.2,58.3,35.4,1275,35,50,0,25,15.1,55,290,365,515,980,240,0,63529,20,25,0,45,100,90,170,80,155,175,220,70,55,71488
5937021,North Okanagan C,North Okanagan,Regional district electoral area,50.34242384,-119.1015074,500372,1064,1018,21.2,54.5,0,1470,50,55,10,65,15.3,105,170,485,660,1200,220,0,64134,45,0,0,35,120,100,100,90,250,125,185,105,210,73083
5937022,North Okanagan D,North Okanagan,Regional district electoral area,50.15819439,-118.873278,375859,594,703,20.7,40.9,0,1020,0,0,0,80,25.3,110,215,460,305,985,115,0,44308,45,20,35,85,75,175,130,40,195,110,60,40,80,46908
5937024,Spallumcheen,North Okanagan,District municipality,50.44591013,-119.2120226,449174,532,919,23.4,15.8,0,1880,0,100,0,80,15.4,60,370,705,815,1665,285,0,55375,50,35,75,70,190,270,150,125,365,280,95,120,125,60691
5937028,Armstrong,North Okanagan,City,50.44489237,-119.197835,348227,803,870,25.9,50.6,22.1,1745,20,105,95,0,15.6,160,575,695,555,1605,380,0,46581,85,15,70,155,245,190,245,175,310,195,145,110,65,50005
5937033,Enderby,North Okanagan,City,50.55500966,-119.1438812,299588,679,709,17.2,45,12.3,970,0,40,30,0,17.9,140,580,355,345,1015,400,0,39367,15,10,20,220,145,270,155,120,185,205,60,10,0,40954
5937041,North Okanagan F,North Okanagan,Regional district electoral area,50.67132581,-118.7612675,389182,559,881,20.5,50,0,1430,0,85,0,20,20.5,60,435,605,450,1270,290,0,47243,20,15,50,90,220,200,180,140,250,160,70,45,125,51141
5937801,Okanagan (Part) 1,North Okanagan,Indian reserve,50.31591605,-119.3605658,0,0,0,0,0,0,520,0,0,0,10,25.2,60,630,380,160,1085,105,45,42940,30,25,50,80,125,220,155,190,180,100,30,30,20,45656
5937802,Enderby 2,North Okanagan,Indian reserve,50.52920377,-119.1453438,0,0,0,0,0,0,95,0,0,0,0,15.5,20,50,50,25,95,25,35,29921,Null,Null,Null,Null,Null,Null,Null,15,Null,Null,Null,Null,Null,30077
5937803,Priest's Valley 6,North Okanagan,Indian reserve,50.24703833,-119.3390555,0,0,0,0,0,0,135,0,0,0,0,15.7,0,200,110,0,315,0,0,39801,0,0,0,35,0,65,65,40,55,0,0,0,0,40818
5939019,Revelstoke,Columbia-Shuswap,City,50.99708722,-118.191561,379087,898,751,19,40,10.4,2355,40,430,375,45,10.2,385,695,995,1000,2305,770,0,52607,90,0,95,175,280,330,335,270,410,385,365,190,145,57724
5939023,Columbia-Shuswap B,Columbia-Shuswap,Regional district electoral area,51.30446957,-118.151704,500480,472,743,24.4,0,0,220,0,35,0,0,12.8,0,95,75,70,215,25,0,49760,Null,Null,Null,Null,Null,Null,Null,25,Null,Null,Null,Null,Null,53283
5939032,Salmon Arm,Columbia-Shuswap,City,50.69968253,-119.284634,349207,653,765,18,50.4,21.6,6155,75,565,80,85,10.3,675,2135,2180,2355,5565,1780,0,46146,175,85,280,560,970,770,855,655,945,725,585,355,385,49334
5939037,Columbia-Shuswap C,Columbia-Shuswap,Regional district electoral area,50.85787684,-119.2701525,380072,518,933,17.8,47.8,27.5,2100,0,60,0,25,20.6,115,955,1455,880,3060,345,0,47899,120,0,80,180,345,460,485,375,560,315,225,85,155,50550
5939039,Columbia-Shuswap D,Columbia-Shuswap,Regional district electoral area,50.55949283,-119.4324805,348276,908,715,28.8,46,0,1455,0,20,0,85,20.4,115,415,580,510,1360,265,0,41025,25,80,65,110,215,130,250,125,285,150,85,55,50,44150
5939043,Columbia-Shuswap E,Columbia-Shuswap,Regional district electoral area,50.98387664,-118.7232859,399948,650,555,30.4,46.2,0,435,0,25,0,15,15.9,70,195,185,150,480,125,0,35454,0,0,60,30,115,90,50,40,90,35,25,10,0,36477
5939803,North Bay 5,Columbia-Shuswap,Indian reserve,50.78434686,-119.3228147,0,0,0,Null,Null,0,20,0,0,0,0,20.5,0,10,10,10,25,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5939804,Okanagan (Part) 1,Columbia-Shuswap,Indian reserve,50.44570048,-119.3426768,0,0,0,Null,Null,0,25,0,0,0,0,20.5,0,15,10,10,30,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5939805,Quaaout 1,Columbia-Shuswap,Indian reserve,50.88329696,-119.6046232,0,0,0,Null,Null,0,70,0,10,0,0,7.7,20,15,40,20,60,15,25,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5939806,Salmon River 1,Columbia-Shuswap,Indian reserve,50.49324039,-119.3160343,0,0,0,Null,Null,0,10,0,0,0,0,15.9,0,0,0,0,10,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5939808,Switsemalph 3,Columbia-Shuswap,Indian reserve,50.70950153,-119.3267312,0,0,0,Null,Null,0,25,0,0,0,0,10.6,0,0,10,10,15,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5939811,Switsemalph,Columbia-Shuswap,Indian reserve,50.72141556,-119.3150534,0,0,0,Null,Null,0,35,0,0,0,0,20.4,0,10,15,15,35,10,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941009,Williams Lake,Cariboo,City,52.13597844,-122.1263042,224291,630,693,12.6,37.9,14.6,4205,155,340,65,80,10.3,470,1275,1380,1405,2855,1675,0,49263,125,75,255,245,510,500,350,425,600,510,465,240,230,55251
5941010,Cariboo D,Cariboo,Regional district electoral area,52.3707935,-122.1978634,200472,821,851,14.5,28,0,1310,90,25,0,35,15.3,40,275,530,395,1105,130,0,63151,15,0,25,45,70,100,65,130,215,215,180,75,90,73380
5941012,Cariboo E,Cariboo,Regional district electoral area,51.82291652,-122.1288489,229619,627,775,12.8,31.8,0,1910,55,40,0,20,15.3,40,390,500,745,1570,115,0,59686,45,45,30,95,130,115,125,140,270,270,195,105,110,70539
5941013,Quesnel,Cariboo,City,52.98769125,-122.475672,174477,556,637,14,48.2,10.7,3535,70,370,45,25,10.5,515,1085,1440,1280,2790,1535,0,45557,160,120,220,360,480,495,265,445,590,435,295,270,195,50864
5941014,Cariboo F,Cariboo,Regional district electoral area,52.47778501,-121.2030822,286338,536,672,13.5,19.4,0,1635,100,120,0,55,25,95,385,755,670,1745,160,0,53969,25,0,0,65,195,200,265,100,310,205,200,115,135,60458
5941015,Cariboo G,Cariboo,Regional district electoral area,51.7636432,-121.5530059,250285,641,717,12.8,24.4,0,1885,0,65,0,15,15.6,110,520,780,705,1900,225,0,56601,50,0,45,100,195,195,315,95,395,220,310,80,120,62841
5941016,Cariboo H,Cariboo,Regional district electoral area,51.89366259,-120.7264309,200699,409,690,20.3,70.6,0,265,0,15,0,0,20.9,100,160,355,115,640,90,0,33632,25,0,145,40,70,90,35,85,100,40,75,0,0,34011
5941017,Cariboo L,Cariboo,Regional district electoral area,51.55856799,-120.911581,274894,368,665,14.5,36.7,0,1375,0,50,0,0,15.9,90,420,835,535,1740,145,0,38593,40,0,55,165,385,300,135,195,210,165,100,65,60,38902
5941019,Cariboo A,Cariboo,Regional district electoral area,52.74666761,-122.3432497,200681,541,660,9.8,27,15.9,2475,0,110,0,15,15.1,70,640,965,860,2220,315,0,56925,0,35,100,135,195,275,220,230,310,370,320,150,165,62919
5941021,Cariboo B,Cariboo,Regional district electoral area,53.16524532,-122.6485596,200120,681,651,12.4,42.4,0,1800,0,30,0,25,15.8,70,390,680,565,1545,160,0,52552,70,40,20,110,135,195,135,160,230,165,245,140,70,59939
5941025,Wells,Cariboo,District municipality,53.10906327,-121.6283157,169127,380,669,18.2,0,0,80,0,10,0,0,5.4,15,55,35,10,55,65,0,44392,Null,Null,Null,Null,Null,Null,Null,10,Null,Null,Null,Null,Null,44904
5941026,Cariboo C,Cariboo,Regional district electoral area,53.12088782,-121.5604638,149813,526,603,4.2,37.5,0,505,0,0,0,0,15.7,25,140,140,155,370,80,0,51411,0,0,10,0,15,30,35,80,65,95,20,25,0,57182
5941027,Cariboo I,Cariboo,Regional district electoral area,53.00273914,-123.6447806,224679,452,623,18.8,0,0,640,0,0,0,0,20,70,165,175,225,555,90,0,53762,25,0,45,25,50,70,65,30,85,95,70,25,35,58378
5941039,Cariboo J,Cariboo,Regional district electoral area,52.11834267,-124.7215436,200136,218,408,21.6,30.8,0,115,0,40,0,0,15.4,85,100,95,15,230,65,0,29528,45,0,0,25,65,50,35,0,20,10,0,0,0,29528
5941801,Alkali Lake 1,Cariboo,Indian reserve,51.78907087,-122.2246537,0,0,0,0,0,0,60,0,25,0,0,10,0,35,50,25,10,10,95,30320,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,30320
5941802,Canim Lake 1,Cariboo,Indian reserve,51.7783518,-120.9816469,0,0,0,Null,Null,0,80,0,0,0,0,5.8,0,10,15,40,10,10,45,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941805,Deep Creek 2,Cariboo,Indian reserve,52.26078325,-122.0925119,0,0,0,Null,Null,0,30,0,0,0,0,15,0,15,20,0,25,10,10,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5941806,Dog Creek 1,Cariboo,Indian reserve,51.58721371,-122.2046743,0,0,0,Null,Null,0,25,0,10,0,0,10.7,0,10,15,0,10,0,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
